EVENT CATEGORY,EVENT GROUP,EVENT SUBGROUP,EVENT TYPE,PLACE,EVENT START DATE,COMMENTS,FATALITIES,INJURED / INFECTED,EVACUATED,ESTIMATED TOTAL COST,NORMALIZED TOTAL COST,EVENT END DATE,FEDERAL DFAA PAYMENTS,PROVINCIAL DFAA PAYMENTS,PROVINCIAL DEPARTMENT PAYMENTS,MUNICIPAL COSTS,OGD COSTS,INSURANCE PAYMENTS,NGO PAYMENTS,UTILITY - PEOPLE AFFECTED,MAGNITUDE
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Quebec City QC,8/10/1976 0:00,"New Brunswick and Quebec, August 10-11, 1976.  Hurricane Belle.  A hurricane warning was issued on Aug. 9.  Rainfall accumulation was 178 mm in a 3 day period, causing extensive damage. There were reports of flooded basements, damage to sewage disposal facilities, washed out roads and culverts. On Aug. 11 Saint John River rose to 4.9 m at Fredericton and 4.3 m at Maugerville. Approximately 13 areas were affected in QC including Notre-Dame-du-Lac and Sherbrooke.",0,0,0,,,8/11/1976 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Moncton NB,8/10/1976 0:00,"New Brunswick and Quebec, August 10-11, 1976.  Hurricane Belle.  A hurricane warning was issued on Aug. 9.  Rainfall accumulation was 178 mm in a 3 day period, causing extensive damage. There were reports of flooded basements, damage to sewage disposal facilities, washed out roads and culverts. On Aug. 11 Saint John River rose to 4.9 m at Fredericton and 4.3 m at Maugerville. Approximately 13 areas were affected in QC including Notre-Dame-du-Lac and Sherbrooke.",0,0,0,,,8/11/1976 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Barrie ON,3/13/1977 0:00,"Southern and central Ontario, March 13, 1977. Areas along the Saugeen and Maitland Rivers in southwestern Ontario and the city of Sault Ste. Marie that experienced flooding.  Many roads were closed along the Saugeen and Maitland Rivers.",0,0,0,,,3/13/1977 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Winnipeg MB,1/1/1977 0:00,"Prairie Provinces, 1977. Cereal crop drought occurred in parts of the Prairies; among the most severe and widespread surface water droughts ever to occur on the Prairies; severe drought in southern Alberta and western Saskatchewan.",0,0,0,0,0,1/1/1977 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Calgary AB,1/1/1977 0:00,"Prairie Provinces, 1977. Cereal crop drought occurred in parts of the Prairies; among the most severe and widespread surface water droughts ever to occur on the Prairies; severe drought in southern Alberta and western Saskatchewan.",0,0,0,0,0,1/1/1977 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Edmonton AB,1/1/1977 0:00,"Prairie Provinces, 1977. Cereal crop drought occurred in parts of the Prairies; among the most severe and widespread surface water droughts ever to occur on the Prairies; severe drought in southern Alberta and western Saskatchewan.",0,0,0,0,0,1/1/1977 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Saskatoon SK,1/1/1977 0:00,"Prairie Provinces, 1977. Cereal crop drought occurred in parts of the Prairies; among the most severe and widespread surface water droughts ever to occur on the Prairies; severe drought in southern Alberta and western Saskatchewan.",0,0,0,0,0,1/1/1977 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Regina SK,1/1/1977 0:00,"Prairie Provinces, 1977. Cereal crop drought occurred in parts of the Prairies; among the most severe and widespread surface water droughts ever to occur on the Prairies; severe drought in southern Alberta and western Saskatchewan.",0,0,0,0,0,1/1/1977 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Barrie ON,1/1/1978 0:00,"Central Ontario, 1978. Extensive central Ontario drought; heat and drought stress resulted in low crop yields in Ontario.",0,0,0,,,1/1/1978 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,St John's NL,1/14/1978 0:00,"Newfoundland, January 14-16, 1978. Unseasonable weather conditions caused flooding of  the Grand Codroy River on the west coast of Newfoundland. The Grand Codroy River Bridge (standing since 1926) required major reconstruction because it collapsed under pressure of ice floes in the flooded river. The loss of a link between the north and south sides of the river stranded 1500 residents of Codroy, Melville, Cape Anguille and O'Regans. In addition, 244 m of telephone cable previously attached to the bridge were destroyed, leaving the four communities without phone service. In April 1978, a temporary single-lane bridge constructed 16 km downstream from the original bridge. ",0,0,0,5235779,858324.4,1/16/1978 0:00,3588601,1647178,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Barrie ON,4/24/1979 0:00,"Central Ontario, April 24, 1979. Areas around Lake Nipissing and along the Mississagi, Blind and Mattagami Rivers experienced flooding in April 1979. Several roads were closed near Lake Nipissing and the Mattagami River.",0,0,0,,,4/24/1979 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Barrie ON,5/12/1979 0:00,"Central Ontario, May 12, 1979. The White, Mississagi, Goulais, Spanish and Wanapetei Rivers were some rivers that overflowed and caused flooding in May 1979.  Roads and businesses were closed and utility services were disrupted in the community of White River.",0,0,0,,,5/12/1979 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Moncton NB,9/6/1979 0:00,"New Brunswick, September 6-7, 1979. Tropical storm ""David"". Hall's Creek area of Moncton, New Brunswick was affected.",0,0,0,,,9/7/1979 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Toronto ON,3/21/1980 0:00,"Southern Ontario, March 21-22, 1980. Southwestern Ontario experienced severe flooding, especially in the Ganaraska region and Lower Trent River; several businesses and roads were closed.",0,0,0,,,3/22/1980 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Ottawa ON,3/21/1980 0:00,"Southern Ontario, March 21-22, 1980. Southwestern Ontario experienced severe flooding, especially in the Ganaraska region and Lower Trent River; several businesses and roads were closed.",0,0,0,,,3/22/1980 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Montreal QC,1/1/1981 0:00,"Québec, 1981. Drought caused severe damage to the Québec apple crop where an estimated 745,000 trees died; the provincial crop was reduced by 35% for the next ten years.  The greatest agricultural disaster ever in Québec.",0,0,0,,,1/1/1981 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Quebec City QC,1/1/1981 0:00,"Québec, 1981. Drought caused severe damage to the Québec apple crop where an estimated 745,000 trees died; the provincial crop was reduced by 35% for the next ten years.  The greatest agricultural disaster ever in Québec.",0,0,0,,,1/1/1981 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Winnipeg MB,1/1/1981 0:00,"Prairie Provinces, 1981. Severe and widespread surface water droughts reported on the Prairies.",0,0,0,1854,224.7,1/1/1981 0:00,0,0,,,,,1854,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Calgary AB,1/1/1981 0:00,"Prairie Provinces, 1981. Severe and widespread surface water droughts reported on the Prairies.",0,0,0,1854,224.7,1/1/1981 0:00,0,0,,,,,1854,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Edmonton AB,1/1/1981 0:00,"Prairie Provinces, 1981. Severe and widespread surface water droughts reported on the Prairies.",0,0,0,1854,224.7,1/1/1981 0:00,0,0,,,,,1854,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Saskatoon SK,1/1/1981 0:00,"Prairie Provinces, 1981. Severe and widespread surface water droughts reported on the Prairies.",0,0,0,1854,224.7,1/1/1981 0:00,0,0,,,,,1854,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Regina SK,1/1/1981 0:00,"Prairie Provinces, 1981. Severe and widespread surface water droughts reported on the Prairies.",0,0,0,1854,224.7,1/1/1981 0:00,0,0,,,,,1854,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Charlottetown PE,2/22/1982 0:00,"Prince Edward Island, February 22-26, 1982. Islanders were marooned for five days in a crippling blizzard; winds of 80 km/h whipped a 60 cm snowfall into 7 m drifts.  Succession of severe storms isolates many communities for days.",0,0,0,1585054,173229.9,2/22/1982 0:00,1340291,244763,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Winnipeg MB,3/6/1983 0:00,"Prairie Provinces, March 6, 1983. Especially southern Manitoba; the storm forced Winnipeg International Airport to close for two days and toppled several large television towers.  The freezing rain also caused other extensive damage.",0,0,0,0,0,3/6/1983 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Calgary AB,3/6/1983 0:00,"Prairie Provinces, March 6, 1983. Especially southern Manitoba; the storm forced Winnipeg International Airport to close for two days and toppled several large television towers.  The freezing rain also caused other extensive damage.",0,0,0,0,0,3/6/1983 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Edmonton AB,3/6/1983 0:00,"Prairie Provinces, March 6, 1983. Especially southern Manitoba; the storm forced Winnipeg International Airport to close for two days and toppled several large television towers.  The freezing rain also caused other extensive damage.",0,0,0,0,0,3/6/1983 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Saskatoon SK,3/6/1983 0:00,"Prairie Provinces, March 6, 1983. Especially southern Manitoba; the storm forced Winnipeg International Airport to close for two days and toppled several large television towers.  The freezing rain also caused other extensive damage.",0,0,0,0,0,3/6/1983 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Regina SK,3/6/1983 0:00,"Prairie Provinces, March 6, 1983. Especially southern Manitoba; the storm forced Winnipeg International Airport to close for two days and toppled several large television towers.  The freezing rain also caused other extensive damage.",0,0,0,0,0,3/6/1983 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Winnipeg MB,1/1/1983 0:00,"Prairie Provinces, 1983. Cereal crop drought occurred in parts of the Prairies; production declined in western Canada by 7.5% due to the onset of drought during the growing season.",0,0,0,0,0,1/1/1983 0:00,0,,,0,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Calgary AB,1/1/1983 0:00,"Prairie Provinces, 1983. Cereal crop drought occurred in parts of the Prairies; production declined in western Canada by 7.5% due to the onset of drought during the growing season.",0,0,0,0,0,1/1/1983 0:00,0,,,0,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Edmonton AB,1/1/1983 0:00,"Prairie Provinces, 1983. Cereal crop drought occurred in parts of the Prairies; production declined in western Canada by 7.5% due to the onset of drought during the growing season.",0,0,0,0,0,1/1/1983 0:00,0,,,0,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Saskatoon SK,1/1/1983 0:00,"Prairie Provinces, 1983. Cereal crop drought occurred in parts of the Prairies; production declined in western Canada by 7.5% due to the onset of drought during the growing season.",0,0,0,0,0,1/1/1983 0:00,0,,,0,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Regina SK,1/1/1983 0:00,"Prairie Provinces, 1983. Cereal crop drought occurred in parts of the Prairies; production declined in western Canada by 7.5% due to the onset of drought during the growing season.",0,0,0,0,0,1/1/1983 0:00,0,,,0,,,,0,0
Disaster,Natural,Biological,Epidemic,Winnipeg MB,7/1/1983 0:00,"Manitoba, July 1983. An encephalitis outbreak occurred.",0,0,0,4444275,458961.3,7/1/1983 0:00,1384672,3059603,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Toronto ON,7/14/1983 0:00,"Ontario, 1983. Heat and drought stress resulted in low crop yields in Ontario.  Heat caused roads and a rail to buckle on Aug. 3.  The latter spilled 6 CP Rail freight cars carrying grain and 1 car carrying steel rails into the Cypress River.",0,0,0,,,8/31/1983 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Ottawa ON,7/14/1983 0:00,"Ontario, 1983. Heat and drought stress resulted in low crop yields in Ontario.  Heat caused roads and a rail to buckle on Aug. 3.  The latter spilled 6 CP Rail freight cars carrying grain and 1 car carrying steel rails into the Cypress River.",0,0,0,,,8/31/1983 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Winnipeg MB,6/1/1984 0:00,"Prairie Provinces, 1984. The worst agricultural drought since the 1930s to occur in the Prairies; severe and widespread surface water droughts reported on the Prairies. Over 10,000 farms were affected.",0,0,0,0,0,8/31/1984 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Calgary AB,6/1/1984 0:00,"Prairie Provinces, 1984. The worst agricultural drought since the 1930s to occur in the Prairies; severe and widespread surface water droughts reported on the Prairies. Over 10,000 farms were affected.",0,0,0,0,0,8/31/1984 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Edmonton AB,6/1/1984 0:00,"Prairie Provinces, 1984. The worst agricultural drought since the 1930s to occur in the Prairies; severe and widespread surface water droughts reported on the Prairies. Over 10,000 farms were affected.",0,0,0,0,0,8/31/1984 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Saskatoon SK,6/1/1984 0:00,"Prairie Provinces, 1984. The worst agricultural drought since the 1930s to occur in the Prairies; severe and widespread surface water droughts reported on the Prairies. Over 10,000 farms were affected.",0,0,0,0,0,8/31/1984 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Regina SK,6/1/1984 0:00,"Prairie Provinces, 1984. The worst agricultural drought since the 1930s to occur in the Prairies; severe and widespread surface water droughts reported on the Prairies. Over 10,000 farms were affected.",0,0,0,0,0,8/31/1984 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Cold Event,Montreal QC,1/1/1984 0:00,"Quebec, 1984. Winterkill and excessive moisture caused forage losses.",0,0,0,,,1/1/1984 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Cold Event,Quebec City QC,1/1/1984 0:00,"Quebec, 1984. Winterkill and excessive moisture caused forage losses.",0,0,0,,,1/1/1984 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Toronto ON,2/13/1984 0:00,"Southern Ontario, February 13-17, 1984. Toronto, Chatham, Dresden, Port Bruce, St. Thomas, and Brantford experienced flooding due to very mild weather and rainfall; ice jams formed on several rivers causing them to overflow; several roads were closed due to flooding, most of them along the St. Clair and Thames River in the southeastern part of Ontario; in Toronto, the Don Valley Parkway was closed in areas due to overflow in the Don River; two people died as they were swept away on Black Creek in Toronto; over a hundred were evacuated in southern Ontario; utilities were disrupted in some areas and businesses were forced to close.",2,0,150,,,2/17/1984 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Ottawa ON,2/13/1984 0:00,"Southern Ontario, February 13-17, 1984. Toronto, Chatham, Dresden, Port Bruce, St. Thomas, and Brantford experienced flooding due to very mild weather and rainfall; ice jams formed on several rivers causing them to overflow; several roads were closed due to flooding, most of them along the St. Clair and Thames River in the southeastern part of Ontario; in Toronto, the Don Valley Parkway was closed in areas due to overflow in the Don River; two people died as they were swept away on Black Creek in Toronto; over a hundred were evacuated in southern Ontario; utilities were disrupted in some areas and businesses were forced to close.",2,0,150,,,2/17/1984 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Winnipeg MB,6/15/1984 0:00,"Southern Manitoba, June-July 1984. Southern Manitoba experienced severe rainstorms with hail, thunder, and lightening. In some cases, tornadoes were reported. The storms led to crop damages and flooding. The cities of Winnipeg and Brandon were particularly affected. ",0,0,0,1656780,164037.6,7/31/1984 0:00,301190,1355590,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Calgary AB,10/6/1984 0:00,"Alberta, October 1984.",0,0,0,,,10/6/1984 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Edmonton AB,10/6/1984 0:00,"Alberta, October 1984.",0,0,0,,,10/6/1984 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Montreal QC,11/12/1992 0:00,"Ontario and Quebec, November 12-13, 1992.",0,0,0,,,11/13/1992 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Quebec City QC,11/12/1992 0:00,"Ontario and Quebec, November 12-13, 1992.",0,0,0,,,11/13/1992 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Toronto ON,11/12/1992 0:00,"Ontario and Quebec, November 12-13, 1992.",0,0,0,,,11/13/1992 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Ottawa ON,11/12/1992 0:00,"Ontario and Quebec, November 12-13, 1992.",0,0,0,,,11/13/1992 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Winnipeg MB,1/1/1986 0:00,"Prairie Provinces, 1986. Severe and widespread surface water droughts reported on the Prairies.",0,0,0,0,0,1/1/1986 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Calgary AB,1/1/1986 0:00,"Prairie Provinces, 1986. Severe and widespread surface water droughts reported on the Prairies.",0,0,0,0,0,1/1/1986 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Edmonton AB,1/1/1986 0:00,"Prairie Provinces, 1986. Severe and widespread surface water droughts reported on the Prairies.",0,0,0,0,0,1/1/1986 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Saskatoon SK,1/1/1986 0:00,"Prairie Provinces, 1986. Severe and widespread surface water droughts reported on the Prairies.",0,0,0,0,0,1/1/1986 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Regina SK,1/1/1986 0:00,"Prairie Provinces, 1986. Severe and widespread surface water droughts reported on the Prairies.",0,0,0,0,0,1/1/1986 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,6/2/2011 0:00,"Southern Manitoba, June 2 to July 9, 2011. On June 3, 1,961 individuals were evacuated from the Ochre River, Alonsa, and Sioux Valley First Nations, and 37 communities declared local states of emergency due to extensive flooding.  Another 45 residences were given mandatory evacuation orders in the Dauphin Lake, Ochre River/Cresent Beach area on June 4. On June 6, the Sastachewan Watershed Authority released a large amount of water from the Tobin Lake Dam, which flows towards the flood zone.  By June 6, 40 communities were under a state of local emergency with a total of 2,058 evacuees registered through the Canadian Red Cross and the Manitoba Association of Native Firefighters (MANFF). Effective June 28, there were a total of 2,937 evacuees, 42 local declared States of Emergency with 13 of these being First Nations communities. On July 9, evacuation orders were lifted for Portage La Prairie, Souris, Wawanesa, and Glenwood.",0,0,2937,0,0,7/9/2011 0:00,,,,,,,,,
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Halifax NS,9/4/2010 0:00,"Nova Scotia, September 4, 2010. Hurricane Earl landed 35 kilometres southwest of Liverpool as a Category 1 hurricane with wind speeds of up to 135 km/h. The storm made landfall at 10:30 ADT with some parts of Nova Scotia receiving up to 75 mm of rain. The high winds produced by the storm created peak waves of 23 metres in height and uprooted trees that downed power lines leaving 200,000 Nova Scotia power customers (approximately 600,000 individuals) without power. There were also extensive damages to the Halifax harbour and roads throughout Newfoundland and Nova Scotia from uprooted trees and debris. An individual drowned west of Halifax while trying to rescue a boat that broke free from its mooring. It was reported that the man was wearing a life jacket at the time, but was unable to swim back to shore. Nova Scotia’s Emergency Management Office attributed the man’s death to the storm.",1,,,0,0,9/4/2010 0:00,,,,,,,,600000,
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Charlottetown PE,12/13/2008 0:00,"Prince Edward Island, December 13, 2008. An ice storm on December 13, downed 300 utility poles resulting in one of the worst power outages since the mid-1970 and cost Maritime Electric approximately $1.5 million to repair. Nearly 95 per cent of Islanders were without electricity, as freezing rain and an ice pellet-drizzle mix left thick layers of ice on roof tops, trees and transmission lines. Power poles were pulled down by ice-laden lines and strong winds. Across the province, makeshift shelters were organized in legion halls, fire stations, schools and community centres. Rescue teams and hydro crews arrived from outside the province to assist. The Canadian military also remained on standby at the Canadian Forces Base in Gagetown, NB.",,,,0,0,12/13/2008 0:00,,,,,,,,127283,
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,St John's NL,8/28/2011 0:00,"Quebec, New Brunswick, Nova Scotia, Prince Edward Island and Newfoundland and Labrador, August 28-30, 2011. Hurricane Irene, the storm that caused over 40 deaths and billions of dollars in damages in the United States, moved north into Canada affecting parts of Quebec and the Maritime provinces. The 400 kilometre-wide Post-Tropical storm produced heavy rain and strong gusts of wind, which downed trees and power lines. Parts of Quebec received more than 100 mm of rain and wind gusts of up to 113 km/h. On August 28, Hydro-Quebec reported approximately 250,000 customers (750,000 individuals) without power and by August 29, only 80,000 households were without power. The storm was responsible for two deaths in Quebec; one man died while attempting to reach his family in the storm, while another went missing and is presumed dead when his car was washed down river. Approximately 350 residents were evacuated in Quebec. Strong winds produced six-metre waves over western Maritime waters. Some parts of Labrador received up to 40 mm of rain overnight, while Doaktown and Fredricton New Brunswick received 89 mm and 53 mm respectively. Approximately 50,000 households (150,000 individuals) in New Brunswick and 8000 (24,000 individuals) households in Nova Scotia were without power during the height of the storm.",2,,350,153856000,7699216,8/30/2011 0:00,16056000,,,,,137800000,,1169000,
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Halifax NS,8/28/2011 0:00,"Quebec, New Brunswick, Nova Scotia, Prince Edward Island and Newfoundland and Labrador, August 28-30, 2011. Hurricane Irene, the storm that caused over 40 deaths and billions of dollars in damages in the United States, moved north into Canada affecting parts of Quebec and the Maritime provinces. The 400 kilometre-wide Post-Tropical storm produced heavy rain and strong gusts of wind, which downed trees and power lines. Parts of Quebec received more than 100 mm of rain and wind gusts of up to 113 km/h. On August 28, Hydro-Quebec reported approximately 250,000 customers (750,000 individuals) without power and by August 29, only 80,000 households were without power. The storm was responsible for two deaths in Quebec; one man died while attempting to reach his family in the storm, while another went missing and is presumed dead when his car was washed down river. Approximately 350 residents were evacuated in Quebec. Strong winds produced six-metre waves over western Maritime waters. Some parts of Labrador received up to 40 mm of rain overnight, while Doaktown and Fredricton New Brunswick received 89 mm and 53 mm respectively. Approximately 50,000 households (150,000 individuals) in New Brunswick and 8000 (24,000 individuals) households in Nova Scotia were without power during the height of the storm.",2,,350,153856000,7699216,8/30/2011 0:00,16056000,,,,,137800000,,1169000,
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Moncton NB,8/28/2011 0:00,"Quebec, New Brunswick, Nova Scotia, Prince Edward Island and Newfoundland and Labrador, August 28-30, 2011. Hurricane Irene, the storm that caused over 40 deaths and billions of dollars in damages in the United States, moved north into Canada affecting parts of Quebec and the Maritime provinces. The 400 kilometre-wide Post-Tropical storm produced heavy rain and strong gusts of wind, which downed trees and power lines. Parts of Quebec received more than 100 mm of rain and wind gusts of up to 113 km/h. On August 28, Hydro-Quebec reported approximately 250,000 customers (750,000 individuals) without power and by August 29, only 80,000 households were without power. The storm was responsible for two deaths in Quebec; one man died while attempting to reach his family in the storm, while another went missing and is presumed dead when his car was washed down river. Approximately 350 residents were evacuated in Quebec. Strong winds produced six-metre waves over western Maritime waters. Some parts of Labrador received up to 40 mm of rain overnight, while Doaktown and Fredricton New Brunswick received 89 mm and 53 mm respectively. Approximately 50,000 households (150,000 individuals) in New Brunswick and 8000 (24,000 individuals) households in Nova Scotia were without power during the height of the storm.",2,,350,153856000,7699216,8/30/2011 0:00,16056000,,,,,137800000,,1169000,
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Montreal QC,8/28/2011 0:00,"Quebec, New Brunswick, Nova Scotia, Prince Edward Island and Newfoundland and Labrador, August 28-30, 2011. Hurricane Irene, the storm that caused over 40 deaths and billions of dollars in damages in the United States, moved north into Canada affecting parts of Quebec and the Maritime provinces. The 400 kilometre-wide Post-Tropical storm produced heavy rain and strong gusts of wind, which downed trees and power lines. Parts of Quebec received more than 100 mm of rain and wind gusts of up to 113 km/h. On August 28, Hydro-Quebec reported approximately 250,000 customers (750,000 individuals) without power and by August 29, only 80,000 households were without power. The storm was responsible for two deaths in Quebec; one man died while attempting to reach his family in the storm, while another went missing and is presumed dead when his car was washed down river. Approximately 350 residents were evacuated in Quebec. Strong winds produced six-metre waves over western Maritime waters. Some parts of Labrador received up to 40 mm of rain overnight, while Doaktown and Fredricton New Brunswick received 89 mm and 53 mm respectively. Approximately 50,000 households (150,000 individuals) in New Brunswick and 8000 (24,000 individuals) households in Nova Scotia were without power during the height of the storm.",2,,350,153856000,7699216,8/30/2011 0:00,16056000,,,,,137800000,,1169000,
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Quebec City QC,8/28/2011 0:00,"Quebec, New Brunswick, Nova Scotia, Prince Edward Island and Newfoundland and Labrador, August 28-30, 2011. Hurricane Irene, the storm that caused over 40 deaths and billions of dollars in damages in the United States, moved north into Canada affecting parts of Quebec and the Maritime provinces. The 400 kilometre-wide Post-Tropical storm produced heavy rain and strong gusts of wind, which downed trees and power lines. Parts of Quebec received more than 100 mm of rain and wind gusts of up to 113 km/h. On August 28, Hydro-Quebec reported approximately 250,000 customers (750,000 individuals) without power and by August 29, only 80,000 households were without power. The storm was responsible for two deaths in Quebec; one man died while attempting to reach his family in the storm, while another went missing and is presumed dead when his car was washed down river. Approximately 350 residents were evacuated in Quebec. Strong winds produced six-metre waves over western Maritime waters. Some parts of Labrador received up to 40 mm of rain overnight, while Doaktown and Fredricton New Brunswick received 89 mm and 53 mm respectively. Approximately 50,000 households (150,000 individuals) in New Brunswick and 8000 (24,000 individuals) households in Nova Scotia were without power during the height of the storm.",2,,350,153856000,7699216,8/30/2011 0:00,16056000,,,,,137800000,,1169000,
Disaster,Natural,Meteorological - Hydrological,Tornado,Toronto ON,8/19/2005 0:00,"Southern Ontario ON, August 19, 2005.  A series of severe thunderstorms tracked eastward across southern Ontario from Kitchener to Oshawa. The system spawned two F2 tornadoes with gusts between 180 and 250 km/h. The first tracked through Milverton to Conestogo Lake and the second from Salem to Lake Bellwood. The tornadoes downed power lines, uprooted trees, ripped into several homes, cottages and barns, and overturned vehicles. Within one hour, torrential rains dumped 103 mm in North York, 100 mm in Downsview and 175 mm in Thornhill, leading to flash flooding. Fire fighters rescued four people who fell into the fast moving currents of the Don River. Thirty metres of Finch Avenue West was washed out. Early estimates report more than 15,000 insurance claims were submitted for structural and non-structural damages caused by torrential rains and high winds. Not included in insured losses were infrastructure damages.",0,4,0,500000000,28037383.2,8/19/2005 0:00,,,,,,500000000,,,2
Disaster,Natural,Meteorological - Hydrological,Tornado,Ottawa ON,8/19/2005 0:00,"Southern Ontario ON, August 19, 2005.  A series of severe thunderstorms tracked eastward across southern Ontario from Kitchener to Oshawa. The system spawned two F2 tornadoes with gusts between 180 and 250 km/h. The first tracked through Milverton to Conestogo Lake and the second from Salem to Lake Bellwood. The tornadoes downed power lines, uprooted trees, ripped into several homes, cottages and barns, and overturned vehicles. Within one hour, torrential rains dumped 103 mm in North York, 100 mm in Downsview and 175 mm in Thornhill, leading to flash flooding. Fire fighters rescued four people who fell into the fast moving currents of the Don River. Thirty metres of Finch Avenue West was washed out. Early estimates report more than 15,000 insurance claims were submitted for structural and non-structural damages caused by torrential rains and high winds. Not included in insured losses were infrastructure damages.",0,4,0,500000000,28037383.2,8/19/2005 0:00,,,,,,500000000,,,2
